trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
520,False,"{'a': 1.0, 'e': 0.9177546256839811}",30,11,-79.51615774394031,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 1}",1
521,False,"{'a': 1.0, 'e': 0.9174424234335652}",30,0,-114.16994630377404,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
522,False,"{'a': 1.0, 'e': 0.9171296552585672}",30,0,-185.74434208542877,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",0
523,False,"{'a': 1.0, 'e': 0.916816321351918}",25,2,-96.77620969836488,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 2}",1
524,False,"{'a': 1.0, 'e': 0.916502421906898}",25,0,-85.5956152863765,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
525,False,"{'a': 1.0, 'e': 0.9161879571171359}",30,0,-156.07856341714947,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
526,False,"{'a': 1.0, 'e': 0.9158729271766095}",20,0,-112.00870921649702,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
527,False,"{'a': 1.0, 'e': 0.9155573322796452}",35,0,-161.86330349708965,"{0: 23, 1: 3, 2: 5, 3: 2, 4: 2}",0
528,False,"{'a': 1.0, 'e': 0.9152411726209175}",20,0,-136.69798592357205,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
529,False,"{'a': 1.0, 'e': 0.9149244483954498}",25,0,-125.99352534571922,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
530,False,"{'a': 1.0, 'e': 0.9146071597986136}",25,0,-95.7932574202692,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
531,False,"{'a': 1.0, 'e': 0.9142893070261282}",20,0,-126.46605747862061,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
532,False,"{'a': 1.0, 'e': 0.9139708902740612}",30,0,-109.89806039156377,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
533,False,"{'a': 1.0, 'e': 0.9136519097388281}",20,0,-21.737301004994826,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
534,False,"{'a': 1.0, 'e': 0.9133323656171922}",25,0,-211.78477443045415,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
535,False,"{'a': 1.0, 'e': 0.9130122581062643}",20,0,-28.128881924872292,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
536,False,"{'a': 1.0, 'e': 0.9126915874035029}",30,6,-110.2576969869669,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 1}",1
537,False,"{'a': 1.0, 'e': 0.9123703537067135}",25,7,-150.4050654658634,"{0: 9, 1: 1, 2: 4, 3: 2, 4: 2}",1
538,False,"{'a': 1.0, 'e': 0.9120485572140494}",20,0,-117.2021266289214,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
539,False,"{'a': 1.0, 'e': 0.9117261981240109}",25,0,-123.25071295572702,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
540,False,"{'a': 1.0, 'e': 0.9114032766354452}",30,0,-138.143011146132,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
541,False,"{'a': 1.0, 'e': 0.9110797929475465}",20,0,-179.5724460499323,"{0: 8, 1: 2, 2: 6, 3: 2, 4: 2}",0
542,False,"{'a': 1.0, 'e': 0.9107557472598559}",20,5,-72.11599637942541,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 1}",1
543,False,"{'a': 1.0, 'e': 0.9104311397722609}",30,0,-135.0023982594066,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
544,False,"{'a': 1.0, 'e': 0.9101059706849957}",35,0,-220.64380409818745,"{0: 20, 1: 4, 2: 6, 3: 2, 4: 3}",0
545,False,"{'a': 1.0, 'e': 0.909780240198641}",20,0,-55.93377492621305,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
546,False,"{'a': 1.0, 'e': 0.9094539485141238}",20,0,-116.3721312448082,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
547,False,"{'a': 1.0, 'e': 0.9091270958327171}",20,0,-67.45673855113573,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
548,False,"{'a': 1.0, 'e': 0.90879968235604}",20,4,-25.974735100578258,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
549,False,"{'a': 1.0, 'e': 0.9084717082860578}",30,0,-159.73151338744705,"{0: 20, 1: 1, 2: 6, 3: 0, 4: 3}",0
550,False,"{'a': 1.0, 'e': 0.9081431738250814}",20,8,-39.60576618422512,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
551,False,"{'a': 1.0, 'e': 0.907814079175767}",30,0,-152.99885668092838,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",1
552,False,"{'a': 1.0, 'e': 0.9074844245411169}",25,0,-154.3094725249412,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
553,False,"{'a': 1.0, 'e': 0.9071542101244788}",20,12,-7.675387076945236,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 1.0, 'e': 0.9068234361295454}",20,0,-37.21596510436481,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
555,False,"{'a': 1.0, 'e': 0.9064921027603547}",20,0,-101.185829117294,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
556,False,"{'a': 1.0, 'e': 0.9061602102212898}",30,0,-102.72052934255002,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
557,False,"{'a': 1.0, 'e': 0.9058277587170788}",20,0,-72.9006558127181,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
558,False,"{'a': 1.0, 'e': 0.9054947484527943}",20,0,-32.14363429164138,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
559,False,"{'a': 1.0, 'e': 0.9051611796338539}",20,0,-71.2892015579215,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
560,False,"{'a': 1.0, 'e': 0.9048270524660196}",20,8,-110.74665093296183,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 2}",1
561,False,"{'a': 1.0, 'e': 0.9044923671553977}",25,0,-87.48593531777443,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
562,False,"{'a': 1.0, 'e': 0.904157123908439}",25,14,-93.00312576010593,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 2}",1
563,False,"{'a': 1.0, 'e': 0.9038213229319384}",35,9,-136.7827933375879,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 2}",1
564,False,"{'a': 1.0, 'e': 0.9034849644330348}",20,0,-62.99379440522846,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
565,False,"{'a': 1.0, 'e': 0.903148048619211}",20,0,-87.55066826160304,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
566,False,"{'a': 1.0, 'e': 0.9028105756982937}",20,0,-93.26117251154112,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
567,False,"{'a': 1.0, 'e': 0.902472545878453}",20,0,-78.08881740807492,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
568,False,"{'a': 1.0, 'e': 0.9021339593682028}",20,7,-94.14172070077791,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 2}",1
569,False,"{'a': 1.0, 'e': 0.9017948163764002}",20,5,3.94667510201635,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 1.0, 'e': 0.9014551171122457}",20,0,-92.50438747570725,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
571,False,"{'a': 1.0, 'e': 0.9011148617852828}",25,0,-101.40815904307915,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
572,False,"{'a': 1.0, 'e': 0.9007740506053981}",25,13,-21.99787623603323,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
573,False,"{'a': 1.0, 'e': 0.900432683782821}",30,0,-91.89610231855573,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
574,False,"{'a': 1.0, 'e': 0.9000907615281238}",25,0,-112.9624858900412,"{0: 13, 1: 6, 2: 4, 3: 1, 4: 1}",0
575,False,"{'a': 1.0, 'e': 0.8997482840522215}",25,3,-93.51953776880194,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 2}",1
576,False,"{'a': 1.0, 'e': 0.8994052515663711}",35,0,-283.75285150840307,"{0: 16, 1: 7, 2: 6, 3: 2, 4: 4}",0
577,False,"{'a': 1.0, 'e': 0.8990616642821723}",30,0,-130.22345523489446,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
578,False,"{'a': 1.0, 'e': 0.8987175224115672}",30,0,-140.9764854473083,"{0: 21, 1: 1, 2: 4, 3: 2, 4: 2}",0
579,False,"{'a': 1.0, 'e': 0.8983728261668397}",25,0,-170.98186641164162,"{0: 15, 1: 0, 2: 5, 3: 3, 4: 2}",0
580,False,"{'a': 1.0, 'e': 0.8980275757606156}",20,0,-59.24418444580344,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
581,False,"{'a': 1.0, 'e': 0.8976817714058629}",25,0,-99.1554581319109,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
582,False,"{'a': 1.0, 'e': 0.8973354133158912}",25,0,-208.42869192363418,"{0: 8, 1: 7, 2: 6, 3: 2, 4: 2}",0
583,False,"{'a': 1.0, 'e': 0.8969885017043513}",25,0,-40.25086934315055,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
584,False,"{'a': 1.0, 'e': 0.8966410367852359}",30,0,-71.00620070333129,"{0: 22, 1: 3, 2: 2, 3: 3, 4: 0}",0
585,False,"{'a': 1.0, 'e': 0.8962930187728787}",20,6,-44.27029674108103,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
586,False,"{'a': 1.0, 'e': 0.8959444478819547}",20,13,-2.7796736514045985,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
587,False,"{'a': 1.0, 'e': 0.8955953243274801}",20,0,-22.092880233842678,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
588,False,"{'a': 1.0, 'e': 0.8952456483248117}",20,0,-48.602946244005764,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
589,False,"{'a': 1.0, 'e': 0.8948954200896472}",25,0,-135.609498126059,"{0: 14, 1: 6, 2: 2, 3: 1, 4: 2}",0
590,False,"{'a': 1.0, 'e': 0.8945446398380251}",20,11,-73.26293766067228,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 1}",1
591,False,"{'a': 1.0, 'e': 0.8941933077863242}",35,0,-114.59514288296242,"{0: 21, 1: 5, 2: 8, 3: 0, 4: 1}",0
592,False,"{'a': 1.0, 'e': 0.8938414241512638}",30,17,-45.15068509707972,"{0: 8, 1: 2, 2: 1, 3: 2, 4: 0}",1
593,False,"{'a': 1.0, 'e': 0.8934889891499034}",25,0,-140.17479753290658,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
594,False,"{'a': 1.0, 'e': 0.8931360029996426}",25,0,-103.99300328485036,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
595,False,"{'a': 1.0, 'e': 0.8927824659182209}",25,0,-161.519337032058,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
596,False,"{'a': 1.0, 'e': 0.8924283781237179}",30,0,-112.20167780952835,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
597,False,"{'a': 1.0, 'e': 0.8920737398345526}",25,0,-272.88390390489207,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 5}",0
598,False,"{'a': 1.0, 'e': 0.891718551269484}",20,0,-77.57066653517457,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
599,False,"{'a': 1.0, 'e': 0.8913628126476099}",20,6,-50.40405912259149,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
600,False,"{'a': 1.0, 'e': 0.8910065241883678}",20,0,-54.74309531062507,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
601,False,"{'a': 1.0, 'e': 0.8906496861115346}",30,0,-90.44852498451424,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 2}",0
602,False,"{'a': 1.0, 'e': 0.8902922986372257}",20,0,-25.60722490073981,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
603,False,"{'a': 1.0, 'e': 0.8899343619858957}",25,0,-73.10772850865449,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
604,False,"{'a': 1.0, 'e': 0.8895758763783379}",25,0,-55.244167227113394,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
605,False,"{'a': 1.0, 'e': 0.8892168420356844}",35,0,-59.47619378627613,"{0: 27, 1: 0, 2: 7, 3: 1, 4: 0}",0
606,False,"{'a': 1.0, 'e': 0.8888572591794054}",35,0,-179.56897986416044,"{0: 22, 1: 4, 2: 4, 3: 3, 4: 2}",0
607,False,"{'a': 1.0, 'e': 0.8884971280313098}",20,0,-122.81623595701245,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
608,False,"{'a': 1.0, 'e': 0.8881364488135445}",25,0,-179.72583729736508,"{0: 11, 1: 5, 2: 5, 3: 2, 4: 2}",0
609,False,"{'a': 1.0, 'e': 0.8877752217485947}",25,0,-177.16929427861905,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
610,False,"{'a': 1.0, 'e': 0.8874134470592833}",20,9,-44.555294999452585,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
611,False,"{'a': 1.0, 'e': 0.887051124968771}",25,3,-99.75432029842975,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 1}",1
612,False,"{'a': 1.0, 'e': 0.8866882557005564}",25,0,-26.832571503386763,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
613,False,"{'a': 1.0, 'e': 0.8863248394784756}",20,0,-47.32546296406589,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
614,False,"{'a': 1.0, 'e': 0.8859608765267019}",30,0,-179.4723037624538,"{0: 16, 1: 1, 2: 10, 3: 1, 4: 2}",0
615,False,"{'a': 1.0, 'e': 0.8855963670697458}",25,0,-177.71873885335052,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
616,False,"{'a': 1.0, 'e': 0.8852313113324553}",20,0,-51.26299022166239,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
617,False,"{'a': 1.0, 'e': 0.8848657095400148}",20,0,-135.14551935019227,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
618,False,"{'a': 1.0, 'e': 0.8844995619179461}",30,0,-90.2985847100827,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
619,False,"{'a': 1.0, 'e': 0.8841328686921074}",25,0,-58.559351560328295,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
620,False,"{'a': 1.0, 'e': 0.8837656300886934}",25,0,-111.88241216648441,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
621,False,"{'a': 1.0, 'e': 0.8833978463342355}",20,2,-20.462067503754337,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
622,False,"{'a': 1.0, 'e': 0.8830295176556011}",35,1,-123.94607206720568,"{0: 23, 1: 2, 2: 6, 3: 2, 4: 1}",1
623,False,"{'a': 1.0, 'e': 0.8826606442799938}",25,0,-44.6809467340942,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
624,False,"{'a': 1.0, 'e': 0.8822912264349533}",25,0,-142.5460715800768,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
625,False,"{'a': 1.0, 'e': 0.881921264348355}",20,5,0.4360242489828019,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
626,False,"{'a': 1.0, 'e': 0.8815507582484102}",20,0,-130.38180220401884,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
627,False,"{'a': 1.0, 'e': 0.8811797083636657}",25,0,-144.43730865765446,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
628,False,"{'a': 1.0, 'e': 0.8808081149230036}",20,0,-99.77734698178833,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
629,False,"{'a': 1.0, 'e': 0.8804359781556415}",25,0,-126.74326493835869,"{0: 15, 1: 0, 2: 8, 3: 1, 4: 1}",0
630,False,"{'a': 1.0, 'e': 0.880063298291132}",20,0,-137.41484456473168,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",1
631,False,"{'a': 1.0, 'e': 0.8796900755593626}",25,0,-96.78751987157489,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
632,False,"{'a': 1.0, 'e': 0.8793163101905562}",20,0,-78.08442502059485,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
633,False,"{'a': 1.0, 'e': 0.8789420024152699}",30,0,-152.2642962781433,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
634,False,"{'a': 1.0, 'e': 0.8785671524643954}",20,5,-28.073834483597395,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
635,False,"{'a': 1.0, 'e': 0.8781917605691592}",30,0,-88.44910832560369,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
636,False,"{'a': 1.0, 'e': 0.8778158269611217}",25,12,-36.10335981659894,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
637,False,"{'a': 1.0, 'e': 0.8774393518721777}",25,0,-79.07995965625726,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",1
638,False,"{'a': 1.0, 'e': 0.877062335534556}",20,0,-90.74525698153002,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
639,False,"{'a': 1.0, 'e': 0.8766847781808192}",30,0,-53.50603639140542,"{0: 22, 1: 3, 2: 3, 3: 2, 4: 0}",0
640,False,"{'a': 1.0, 'e': 0.8763066800438636}",20,0,-97.69465624037774,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
641,False,"{'a': 1.0, 'e': 0.8759280413569192}",20,0,-99.20964702318312,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
642,False,"{'a': 1.0, 'e': 0.8755488623535492}",25,0,-151.45247787346798,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
643,False,"{'a': 1.0, 'e': 0.8751691432676505}",35,15,-39.95789622038601,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",1
644,False,"{'a': 1.0, 'e': 0.8747888843334528}",25,0,-121.51662905552732,"{0: 15, 1: 4, 2: 2, 3: 3, 4: 1}",0
645,False,"{'a': 1.0, 'e': 0.8744080857855189}",30,0,-11.850709093727025,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
646,False,"{'a': 1.0, 'e': 0.8740267478587443}",30,0,-222.63467072264933,"{0: 17, 1: 0, 2: 8, 3: 2, 4: 3}",0
647,False,"{'a': 1.0, 'e': 0.8736448707883578}",25,0,-189.55031857757865,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
648,False,"{'a': 1.0, 'e': 0.8732624548099202}",25,0,-122.2321977860475,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
649,False,"{'a': 1.0, 'e': 0.8728795001593247}",30,0,-20.647225077743155,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
650,False,"{'a': 1.0, 'e': 0.8724960070727972}",20,0,-134.44876580139996,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 3}",0
651,False,"{'a': 1.0, 'e': 0.8721119757868953}",20,0,-23.932209540341113,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
652,False,"{'a': 1.0, 'e': 0.8717274065385089}",25,0,-155.888923979782,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
653,False,"{'a': 1.0, 'e': 0.8713422995648596}",25,0,-123.31994058815481,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
654,False,"{'a': 1.0, 'e': 0.8709566551035008}",20,0,-49.132948512771506,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
655,False,"{'a': 1.0, 'e': 0.8705704733923175}",30,0,-163.61504684589107,"{0: 16, 1: 6, 2: 5, 3: 1, 4: 2}",0
656,False,"{'a': 1.0, 'e': 0.8701837546695257}",20,0,-185.74300829578684,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 3}",0
657,False,"{'a': 1.0, 'e': 0.8697964991736731}",25,6,-63.23388067464962,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
658,False,"{'a': 1.0, 'e': 0.8694087071436382}",20,0,-80.84147667410724,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
659,False,"{'a': 1.0, 'e': 0.8690203788186308}",25,0,-69.97420193629937,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
660,False,"{'a': 1.0, 'e': 0.8686315144381912}",20,0,-0.34777670394528126,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
661,False,"{'a': 1.0, 'e': 0.8682421142421907}",25,0,-204.9985045723221,"{0: 14, 1: 2, 2: 3, 3: 3, 4: 3}",0
662,False,"{'a': 1.0, 'e': 0.8678521784708305}",20,0,-59.453557590030904,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
663,False,"{'a': 1.0, 'e': 0.8674617073646429}",20,0,-171.24505117474436,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
664,False,"{'a': 1.0, 'e': 0.86707070116449}",25,0,-53.84920607290133,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
665,False,"{'a': 1.0, 'e': 0.8666791601115642}",20,0,-74.83271023988848,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
666,False,"{'a': 1.0, 'e': 0.8662870844473874}",25,0,-66.42012004624706,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
667,False,"{'a': 1.0, 'e': 0.8658944744138118}",30,0,-210.27179509760776,"{0: 18, 1: 2, 2: 6, 3: 0, 4: 4}",0
668,False,"{'a': 1.0, 'e': 0.865501330253019}",20,0,-126.57033108144427,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
669,False,"{'a': 1.0, 'e': 0.86510765220752}",20,7,-110.21325452865234,"{0: 6, 1: 0, 2: 4, 3: 2, 4: 1}",1
670,False,"{'a': 1.0, 'e': 0.8647134405201551}",20,0,-83.43159253231828,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
671,False,"{'a': 1.0, 'e': 0.864318695434094}",30,0,-219.69319171655826,"{0: 15, 1: 5, 2: 5, 3: 2, 4: 3}",0
672,False,"{'a': 1.0, 'e': 0.8639234171928353}",20,0,-83.61302211612313,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
673,False,"{'a': 1.0, 'e': 0.8635276060402065}",20,0,-104.21503388538385,"{0: 10, 1: 2, 2: 5, 3: 3, 4: 0}",1
674,False,"{'a': 1.0, 'e': 0.8631312622203637}",30,0,-175.2520463585301,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
675,False,"{'a': 1.0, 'e': 0.8627343859777918}",25,0,-117.67260575641944,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
676,False,"{'a': 1.0, 'e': 0.862336977557304}",25,0,-93.38923331495421,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
677,False,"{'a': 1.0, 'e': 0.8619390372040416}",25,18,13.476745337495506,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 1.0, 'e': 0.8615405651634744}",25,0,-95.26282208591667,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
679,False,"{'a': 1.0, 'e': 0.8611415616814}",25,0,-103.82911047233118,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
680,False,"{'a': 1.0, 'e': 0.8607420270039436}",20,0,-0.17166967049370996,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
681,False,"{'a': 1.0, 'e': 0.8603419613775585}",20,4,-7.1290146695994006,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
682,False,"{'a': 1.0, 'e': 0.8599413650490251}",20,0,-34.580187181640156,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
683,False,"{'a': 1.0, 'e': 0.8595402382654512}",25,0,-120.41681181360138,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
684,False,"{'a': 1.0, 'e': 0.8591385812742725}",25,0,-161.82989042909247,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
685,False,"{'a': 1.0, 'e': 0.8587363943232506}",30,0,-189.22488618539202,"{0: 20, 1: 1, 2: 3, 3: 3, 4: 3}",0
686,False,"{'a': 1.0, 'e': 0.858333677660475}",20,0,-62.11179173255733,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
687,False,"{'a': 1.0, 'e': 0.8579304315343613}",20,0,-98.81087213372015,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
688,False,"{'a': 1.0, 'e': 0.8575266561936523}",20,6,-120.9931319245688,"{0: 6, 1: 4, 2: 1, 3: 1, 4: 2}",1
689,False,"{'a': 1.0, 'e': 0.8571223518874167}",25,0,-45.31102199986675,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
690,False,"{'a': 1.0, 'e': 0.8567175188650497}",20,0,-79.328423347581,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
691,False,"{'a': 1.0, 'e': 0.8563121573762726}",25,0,-92.67429215248262,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
692,False,"{'a': 1.0, 'e': 0.855906267671133}",30,16,10.13198321860573,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
693,False,"{'a': 1.0, 'e': 0.8554998500000038}",20,0,-84.9200750853996,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
694,False,"{'a': 1.0, 'e': 0.855092904613584}",30,0,-115.67008071570429,"{0: 16, 1: 4, 2: 9, 3: 1, 4: 0}",0
695,False,"{'a': 1.0, 'e': 0.8546854317628979}",20,0,-11.735243938781794,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
696,False,"{'a': 1.0, 'e': 0.8542774316992952}",25,0,-151.1450849723283,"{0: 16, 1: 4, 2: 1, 3: 1, 4: 3}",0
697,False,"{'a': 1.0, 'e': 0.8538689046744508}",25,0,-107.25948932310365,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
698,False,"{'a': 1.0, 'e': 0.8534598509403648}",30,0,-152.27433896266098,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
699,False,"{'a': 1.0, 'e': 0.8530502707493621}",20,0,-88.71825773154484,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
700,False,"{'a': 1.0, 'e': 0.8526401643540923}",30,16,-0.6524660533584377,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
701,False,"{'a': 1.0, 'e': 0.8522295320075295}",20,0,-83.28154371849014,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
702,False,"{'a': 1.0, 'e': 0.8518183739629726}",25,0,-182.28693976347967,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 4}",0
703,False,"{'a': 1.0, 'e': 0.8514066904740443}",20,0,-45.99574574367372,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
