trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 1.0, 'e': 0.9898011092775262}",25,2,-55.3569464012377,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 0}",1
183,False,"{'a': 1.0, 'e': 0.9896889191850139}",20,0,-131.6140956906142,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
184,False,"{'a': 1.0, 'e': 0.9895761186026509}",25,0,-106.8812800325962,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
185,False,"{'a': 1.0, 'e': 0.9894627076000184}",20,0,-101.84430873773908,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
186,False,"{'a': 1.0, 'e': 0.989348686247074}",20,0,-96.28622657110519,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
187,False,"{'a': 1.0, 'e': 0.9892340546141515}",25,0,-97.31233810509056,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
188,False,"{'a': 1.0, 'e': 0.9891188127719618}",30,0,-125.19551757241008,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
189,False,"{'a': 1.0, 'e': 0.9890029607915917}",30,0,-285.8453902775091,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 5}",0
190,False,"{'a': 1.0, 'e': 0.9888864987445046}",30,0,-145.5796926675978,"{0: 17, 1: 5, 2: 5, 3: 2, 4: 1}",0
191,False,"{'a': 1.0, 'e': 0.9887694267025401}",25,0,-259.13422419204903,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 5}",0
192,False,"{'a': 1.0, 'e': 0.9886517447379141}",20,0,-207.5577014011718,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
193,False,"{'a': 1.0, 'e': 0.9885334529232186}",25,0,-79.58778921655251,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
194,False,"{'a': 1.0, 'e': 0.9884145513314223}",25,0,-184.54047616745328,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
195,False,"{'a': 1.0, 'e': 0.9882950400358693}",25,1,-111.15230401059846,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 0}",1
196,False,"{'a': 1.0, 'e': 0.9881749191102805}",30,0,-189.6225842562722,"{0: 12, 1: 6, 2: 9, 3: 2, 4: 1}",0
197,False,"{'a': 1.0, 'e': 0.9880541886287523}",20,0,-87.91827927455998,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
198,False,"{'a': 1.0, 'e': 0.9879328486657574}",20,0,-125.855868258429,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
199,False,"{'a': 1.0, 'e': 0.9878108992961444}",35,0,-217.88721137062657,"{0: 20, 1: 5, 2: 6, 3: 0, 4: 4}",0
200,False,"{'a': 1.0, 'e': 0.9876883405951378}",25,0,-163.58589642035398,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 3}",0
201,False,"{'a': 1.0, 'e': 0.9875651726383379}",25,17,-27.258985356754554,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
202,False,"{'a': 1.0, 'e': 0.9874413955017208}",20,9,-34.64172541443166,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
203,False,"{'a': 1.0, 'e': 0.9873170092616387}",20,0,-129.47465044573497,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
204,False,"{'a': 1.0, 'e': 0.9871920139948192}",25,14,-36.18617007600783,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 0}",1
205,False,"{'a': 1.0, 'e': 0.9870664097783656}",25,0,-128.3975111574265,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
206,False,"{'a': 1.0, 'e': 0.9869401966897569}",20,0,-130.7058260479881,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
207,False,"{'a': 1.0, 'e': 0.9868133748068477}",20,0,-78.09798946985013,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
208,False,"{'a': 1.0, 'e': 0.986685944207868}",25,10,-66.83620944072655,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 1}",1
209,False,"{'a': 1.0, 'e': 0.9865579049714237}",20,6,-10.694489241390515,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
210,False,"{'a': 1.0, 'e': 0.9864292571764954}",25,0,-131.58428029582936,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
211,False,"{'a': 1.0, 'e': 0.98630000090244}",30,0,-57.08234863037411,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
212,False,"{'a': 1.0, 'e': 0.9861701362289889}",20,0,-107.43867499993432,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
213,False,"{'a': 1.0, 'e': 0.9860396632362493}",25,0,-251.29718850873329,"{0: 11, 1: 1, 2: 8, 3: 1, 4: 4}",0
214,False,"{'a': 1.0, 'e': 0.9859085820047033}",25,0,-121.00295863064714,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
215,False,"{'a': 1.0, 'e': 0.9857768926152087}",35,0,-157.30506443463443,"{0: 20, 1: 4, 2: 7, 3: 3, 4: 1}",0
216,False,"{'a': 1.0, 'e': 0.985644595148998}",20,0,-69.7706946292899,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
217,False,"{'a': 1.0, 'e': 0.985511689687679}",25,0,-118.5326574226036,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
218,False,"{'a': 1.0, 'e': 0.9853781763132342}",20,0,-142.19387697509367,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",0
219,False,"{'a': 1.0, 'e': 0.9852440551080216}",25,0,-72.79899634050021,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
220,False,"{'a': 1.0, 'e': 0.9851093261547739}",30,0,-121.17180273313737,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
221,False,"{'a': 1.0, 'e': 0.9849739895365986}",20,0,-119.1124719442377,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
222,False,"{'a': 1.0, 'e': 0.9848380453369782}",30,0,-134.38458621247906,"{0: 19, 1: 3, 2: 4, 3: 3, 4: 1}",0
223,False,"{'a': 1.0, 'e': 0.9847014936397698}",20,8,-146.47778408661702,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 3}",1
224,False,"{'a': 1.0, 'e': 0.9845643345292053}",25,0,-172.01158632002216,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
225,False,"{'a': 1.0, 'e': 0.9844265680898916}",20,0,-17.789246896577588,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
226,False,"{'a': 1.0, 'e': 0.9842881944068098}",20,10,-15.165352087967628,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
227,False,"{'a': 1.0, 'e': 0.9841492135653157}",25,0,-122.99912816645748,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
228,False,"{'a': 1.0, 'e': 0.9840096256511397}",20,0,-168.01987386257193,"{0: 10, 1: 0, 2: 6, 3: 2, 4: 2}",0
229,False,"{'a': 1.0, 'e': 0.9838694307503867}",20,0,-116.41720490275347,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
230,False,"{'a': 1.0, 'e': 0.9837286289495359}",25,0,-128.86647349597393,"{0: 14, 1: 0, 2: 10, 3: 0, 4: 1}",0
231,False,"{'a': 1.0, 'e': 0.9835872203354409}",20,0,-99.882050707478,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
232,False,"{'a': 1.0, 'e': 0.9834452049953297}",25,0,-44.9051027334516,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
233,False,"{'a': 1.0, 'e': 0.9833025830168044}",20,0,-102.45743608174749,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
234,False,"{'a': 1.0, 'e': 0.9831593544878415}",25,15,-48.075246714123594,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
235,False,"{'a': 1.0, 'e': 0.9830155194967916}",20,0,-10.351567659735888,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
236,False,"{'a': 1.0, 'e': 0.9828710781323792}",30,7,-165.90956588708403,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 3}",1
237,False,"{'a': 1.0, 'e': 0.9827260304837031}",20,0,-101.89358854027583,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
238,False,"{'a': 1.0, 'e': 0.9825803766402359}",20,0,-133.74283121444407,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
239,False,"{'a': 1.0, 'e': 0.9824341166918242}",20,0,-111.70057010116442,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
240,False,"{'a': 1.0, 'e': 0.9822872507286887}",20,7,-104.83019447573403,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 2}",1
241,False,"{'a': 1.0, 'e': 0.9821397788414234}",25,0,-79.12120513823776,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
242,False,"{'a': 1.0, 'e': 0.9819917011209965}",35,0,-224.11108107441302,"{0: 23, 1: 1, 2: 5, 3: 2, 4: 4}",0
243,False,"{'a': 1.0, 'e': 0.9818430176587499}",25,0,-112.17504367304751,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
244,False,"{'a': 1.0, 'e': 0.9816937285463989}",20,0,-113.40293948467034,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
245,False,"{'a': 1.0, 'e': 0.9815438338760325}",20,0,-101.34366769562926,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
246,False,"{'a': 1.0, 'e': 0.9813933337401133}",25,0,-105.87512523383201,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
247,False,"{'a': 1.0, 'e': 0.9812422282314773}",20,0,-65.83324779474314,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
248,False,"{'a': 1.0, 'e': 0.9810905174433341}",25,0,-41.21527014544146,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
249,False,"{'a': 1.0, 'e': 0.9809382014692665}",25,0,-108.58240317616396,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
250,False,"{'a': 1.0, 'e': 0.9807852804032304}",20,0,-119.54950513048247,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
251,False,"{'a': 1.0, 'e': 0.9806317543395556}",20,0,-167.76378521267804,"{0: 7, 1: 5, 2: 5, 3: 1, 4: 2}",0
252,False,"{'a': 1.0, 'e': 0.9804776233729444}",20,0,-127.10297955479658,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
253,False,"{'a': 1.0, 'e': 0.9803228875984726}",20,0,-84.7715411830314,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
254,False,"{'a': 1.0, 'e': 0.980167547111589}",20,0,-190.402075883059,"{0: 8, 1: 4, 2: 4, 3: 1, 4: 3}",0
255,False,"{'a': 1.0, 'e': 0.9800116020081155}",25,9,-40.7151677601387,"{0: 11, 1: 4, 2: 0, 3: 0, 4: 1}",1
256,False,"{'a': 1.0, 'e': 0.9798550523842469}",20,10,-14.723933413502246,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 1.0, 'e': 0.9796978983365506}",25,16,-28.054833017938314,"{0: 6, 1: 1, 2: 1, 3: 1, 4: 0}",1
258,False,"{'a': 1.0, 'e': 0.9795401399619674}",20,0,-119.72175673819173,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
259,False,"{'a': 1.0, 'e': 0.9793817773578104}",25,0,-90.80380411502351,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
260,False,"{'a': 1.0, 'e': 0.9792228106217657}",20,0,-81.82818921001942,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
261,False,"{'a': 1.0, 'e': 0.979063239851892}",30,0,-97.31190103808585,"{0: 17, 1: 2, 2: 11, 3: 0, 4: 0}",0
262,False,"{'a': 1.0, 'e': 0.9789030651466206}",25,0,-53.41199564840121,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
263,False,"{'a': 1.0, 'e': 0.9787422866047552}",25,12,-45.96748576273048,"{0: 8, 1: 3, 2: 0, 3: 2, 4: 0}",1
264,False,"{'a': 1.0, 'e': 0.9785809043254721}",25,0,-132.7729444328241,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
265,False,"{'a': 1.0, 'e': 0.9784189184083201}",25,0,-179.72946883180248,"{0: 16, 1: 0, 2: 4, 3: 2, 4: 3}",0
266,False,"{'a': 1.0, 'e': 0.97825632895322}",20,0,-164.30252082029565,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
267,False,"{'a': 1.0, 'e': 0.9780931360604654}",20,0,-64.08061366569359,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
268,False,"{'a': 1.0, 'e': 0.9779293398307218}",20,0,-108.84957272982663,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
269,False,"{'a': 1.0, 'e': 0.9777649403650269}",20,0,-65.80148838058797,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
270,False,"{'a': 1.0, 'e': 0.9775999377647907}",20,0,-96.14375842217073,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
271,False,"{'a': 1.0, 'e': 0.9774343321317949}",25,3,-60.784594375791315,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 1}",1
272,False,"{'a': 1.0, 'e': 0.9772681235681935}",20,0,-165.25957140413848,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
273,False,"{'a': 1.0, 'e': 0.9771013121765122}",20,0,-124.79174932986523,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
274,False,"{'a': 1.0, 'e': 0.9769338980596487}",20,0,-171.88003384856597,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
275,False,"{'a': 1.0, 'e': 0.9767658813208724}",20,0,-67.85111760512395,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
276,False,"{'a': 1.0, 'e': 0.9765972620638246}",25,0,-137.5848295941729,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
277,False,"{'a': 1.0, 'e': 0.976428040392518}",20,0,-62.48577421028994,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
278,False,"{'a': 1.0, 'e': 0.976258216411337}",20,0,-32.539050454564986,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
279,False,"{'a': 1.0, 'e': 0.9760877902250377}",20,0,-84.32150985036662,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
280,False,"{'a': 1.0, 'e': 0.9759167619387474}",20,0,-116.50533731217581,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
281,False,"{'a': 1.0, 'e': 0.9757451316579651}",35,0,-89.18935327116509,"{0: 24, 1: 3, 2: 6, 3: 2, 4: 0}",0
282,False,"{'a': 1.0, 'e': 0.9755728994885607}",30,0,-87.01554418156111,"{0: 20, 1: 2, 2: 5, 3: 3, 4: 0}",0
283,False,"{'a': 1.0, 'e': 0.9754000655367759}",20,0,-177.5598946885961,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
284,False,"{'a': 1.0, 'e': 0.9752266299092234}",20,0,-73.71715023263147,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
285,False,"{'a': 1.0, 'e': 0.9750525927128869}",30,0,-50.3600224537153,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
286,False,"{'a': 1.0, 'e': 0.9748779540551212}",20,0,-141.0849430409686,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
287,False,"{'a': 1.0, 'e': 0.9747027140436524}",25,0,-177.4824570441074,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
288,False,"{'a': 1.0, 'e': 0.9745268727865771}",20,0,-83.21007167949593,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
289,False,"{'a': 1.0, 'e': 0.9743504303923632}",25,0,-130.1790875100942,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
290,False,"{'a': 1.0, 'e': 0.9741733869698493}",25,0,-81.23121734321859,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
291,False,"{'a': 1.0, 'e': 0.9739957426282445}",25,0,-90.00578472565445,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
292,False,"{'a': 1.0, 'e': 0.9738174974771289}",25,11,-4.248808085446426,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 1.0, 'e': 0.9736386516264529}",25,14,-78.91643291528928,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
294,False,"{'a': 1.0, 'e': 0.9734592051865377}",20,0,-158.61595655082397,"{0: 9, 1: 5, 2: 2, 3: 2, 4: 2}",0
295,False,"{'a': 1.0, 'e': 0.973279158268075}",20,0,-44.509534995006646,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
296,False,"{'a': 1.0, 'e': 0.9730985109821265}",20,0,-106.744063960315,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
297,False,"{'a': 1.0, 'e': 0.9729172634401249}",20,0,-109.9216552596402,"{0: 10, 1: 7, 2: 1, 3: 0, 4: 2}",0
298,False,"{'a': 1.0, 'e': 0.9727354157538723}",20,0,-105.26122910916997,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
299,False,"{'a': 1.0, 'e': 0.972552968035542}",25,0,-108.69698142489477,"{0: 15, 1: 5, 2: 2, 3: 2, 4: 1}",0
300,False,"{'a': 1.0, 'e': 0.9723699203976766}",20,0,-145.192723132769,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
301,False,"{'a': 1.0, 'e': 0.9721862729531892}",20,0,-44.3962938548524,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
302,False,"{'a': 1.0, 'e': 0.9720020258153627}",20,0,-125.07467635021699,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
303,False,"{'a': 1.0, 'e': 0.97181717909785}",20,0,-37.679617863347985,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
304,False,"{'a': 1.0, 'e': 0.971631732914674}",35,15,-125.52385945479337,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",1
305,False,"{'a': 1.0, 'e': 0.971445687380227}",30,0,-140.16542016073075,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
306,False,"{'a': 1.0, 'e': 0.9712590426092713}",20,0,-90.53729345928976,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
307,False,"{'a': 1.0, 'e': 0.9710717987169388}",20,0,-140.19345920365186,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
308,False,"{'a': 1.0, 'e': 0.970883955818731}",20,0,-24.968193716350452,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
309,False,"{'a': 1.0, 'e': 0.9706955140305188}",20,0,-128.6462464855335,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
310,False,"{'a': 1.0, 'e': 0.9705064734685425}",20,3,-25.138469547724085,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
311,False,"{'a': 1.0, 'e': 0.9703168342494118}",35,0,-210.48099669725607,"{0: 22, 1: 3, 2: 5, 3: 2, 4: 3}",0
312,False,"{'a': 1.0, 'e': 0.9701265964901058}",25,0,-127.33406241789007,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
313,False,"{'a': 1.0, 'e': 0.9699357603079727}",20,0,-107.72288747845514,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
314,False,"{'a': 1.0, 'e': 0.9697443258207298}",25,0,-138.04584295642331,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
315,False,"{'a': 1.0, 'e': 0.9695522931464635}",25,0,-89.23467424523803,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
316,False,"{'a': 1.0, 'e': 0.9693596624036293}",25,0,-131.56109890602923,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
317,False,"{'a': 1.0, 'e': 0.9691664337110514}",25,0,-100.65556084595687,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
318,False,"{'a': 1.0, 'e': 0.968972607187923}",30,4,-51.6044728759151,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 1}",1
319,False,"{'a': 1.0, 'e': 0.968778182953806}",30,0,-179.33888911825548,"{0: 17, 1: 2, 2: 6, 3: 4, 4: 1}",0
320,False,"{'a': 1.0, 'e': 0.9685831611286311}",25,0,-236.56609758345175,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 6}",0
321,False,"{'a': 1.0, 'e': 0.9683875418326976}",25,0,-74.97892005231705,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
322,False,"{'a': 1.0, 'e': 0.9681913251866732}",25,5,-68.21378962475254,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",1
323,False,"{'a': 1.0, 'e': 0.9679945113115943}",20,0,-112.35076161809899,"{0: 14, 1: 0, 2: 1, 3: 4, 4: 1}",0
324,False,"{'a': 1.0, 'e': 0.9677971003288655}",20,0,-199.1315883993035,"{0: 8, 1: 1, 2: 6, 3: 3, 4: 2}",0
325,False,"{'a': 1.0, 'e': 0.9675990923602598}",30,0,-185.33083051256386,"{0: 11, 1: 5, 2: 13, 3: 0, 4: 1}",0
326,False,"{'a': 1.0, 'e': 0.9674004875279185}",25,0,-131.0998126086547,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
327,False,"{'a': 1.0, 'e': 0.9672012859543511}",20,0,-120.2899351629706,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
328,False,"{'a': 1.0, 'e': 0.9670014877624351}",25,0,-81.86028856471852,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
329,False,"{'a': 1.0, 'e': 0.966801093075416}",25,0,-62.8343115488916,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
330,False,"{'a': 1.0, 'e': 0.9666001020169073}",20,12,-17.77804765513544,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
331,False,"{'a': 1.0, 'e': 0.9663985147108904}",20,0,-128.2552194022242,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
332,False,"{'a': 1.0, 'e': 0.9661963312817148}",30,0,-106.23841046413503,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
333,False,"{'a': 1.0, 'e': 0.9659935518540969}",30,0,-140.1367958117948,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
334,False,"{'a': 1.0, 'e': 0.9657901765531215}",25,0,-91.99618519633806,"{0: 12, 1: 8, 2: 4, 3: 1, 4: 0}",0
335,False,"{'a': 1.0, 'e': 0.9655862055042406}",20,0,-74.73699237613063,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
336,False,"{'a': 1.0, 'e': 0.9653816388332739}",25,0,-272.2883687444538,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 5}",0
337,False,"{'a': 1.0, 'e': 0.9651764766664084}",20,0,-5.5498821140310595,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
338,False,"{'a': 1.0, 'e': 0.9649707191301983}",20,0,-161.6220758976473,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
339,False,"{'a': 1.0, 'e': 0.9647643663515653}",25,0,-134.73185703604108,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
340,False,"{'a': 1.0, 'e': 0.9645574184577981}",20,0,-113.91411723846787,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
341,False,"{'a': 1.0, 'e': 0.9643498755765526}",20,0,-101.05323196600521,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
342,False,"{'a': 1.0, 'e': 0.9641417378358517}",25,0,-30.648666759766794,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
343,False,"{'a': 1.0, 'e': 0.9639330053640852}",20,0,-123.53331429266615,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
344,False,"{'a': 1.0, 'e': 0.9637236782900097}",20,0,-102.6628247007415,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
345,False,"{'a': 1.0, 'e': 0.9635137567427488}",20,2,-80.62257151069998,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 1}",1
346,False,"{'a': 1.0, 'e': 0.9633032408517925}",20,8,-25.68077171354932,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
347,False,"{'a': 1.0, 'e': 0.9630921307469976}",20,0,-126.1154382522667,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
348,False,"{'a': 1.0, 'e': 0.9628804265585875}",25,0,-131.1377935763909,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
349,False,"{'a': 1.0, 'e': 0.9626681284171521}",25,0,-109.98230409802096,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
350,False,"{'a': 1.0, 'e': 0.9624552364536473}",30,0,-219.18014079965988,"{0: 19, 1: 2, 2: 3, 3: 2, 4: 4}",0
351,False,"{'a': 1.0, 'e': 0.9622417507993957}",20,0,-108.22361066441707,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
352,False,"{'a': 1.0, 'e': 0.9620276715860859}",35,0,-170.7672554871871,"{0: 22, 1: 4, 2: 4, 3: 3, 4: 2}",0
353,False,"{'a': 1.0, 'e': 0.9618129989457728}",25,0,-70.94448011833616,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
354,False,"{'a': 1.0, 'e': 0.9615977330108771}",20,0,-72.36521863085001,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
355,False,"{'a': 1.0, 'e': 0.961381873914186}",20,3,-88.94807167968935,"{0: 7, 1: 1, 2: 8, 3: 1, 4: 0}",1
356,False,"{'a': 1.0, 'e': 0.9611654217888519}",25,0,-99.98464670280289,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
357,False,"{'a': 1.0, 'e': 0.9609483767683935}",20,0,-57.14058831087185,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
358,False,"{'a': 1.0, 'e': 0.960730738986695}",20,0,-60.48979311761107,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
359,False,"{'a': 1.0, 'e': 0.9605125085780064}",20,2,11.15683934595441,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 1.0, 'e': 0.9602936856769431}",30,0,-166.88538841295727,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 4}",0
361,False,"{'a': 1.0, 'e': 0.960074270418486}",20,0,-95.63422948022829,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
362,False,"{'a': 1.0, 'e': 0.9598542629379817}",20,0,-38.12670126594379,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
363,False,"{'a': 1.0, 'e': 0.9596336633711416}",20,0,-36.71516362644366,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
364,False,"{'a': 1.0, 'e': 0.9594124718540429}",30,0,-98.11846929334419,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
365,False,"{'a': 1.0, 'e': 0.9591906885231273}",20,0,-69.10118783472454,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
